,symbol,metric,value
6473,TRMB,Avg. Volume,"1,038,298"
6474,TRMB,Market Cap,19.328B
6475,TRMB,Beta (5Y Monthly),1.54
6476,TRMB,PE Ratio (TTM),35.05
6477,TRMB,EPS (TTM),2.20
6478,TRMB,Earnings Date,"Feb 08, 2022 - Feb 14, 2022"
6479,TRMB,Forward Dividend & Yield,N/A (N/A)
6480,TRMB,Ex-Dividend Date,N/A
6481,TRMB,1y Target Est,97.44
6482,TFC,Previous Close,65.00
6483,TFC,Open,65.77
6484,TFC,Bid,65.28 x 800
6485,TFC,Ask,65.28 x 800
6486,TFC,Day's Range,64.39 - 65.98
6487,TFC,52 Week Range,47.69 - 65.98
6488,TFC,Volume,"5,931,011"
6489,TFC,Avg. Volume,"4,587,461"
6490,TFC,Market Cap,87.155B
6491,TFC,Beta (5Y Monthly),1.27
6492,TFC,PE Ratio (TTM),15.41
6493,TFC,EPS (TTM),4.24
6494,TFC,Earnings Date,"Jan 18, 2022"
6495,TFC,Forward Dividend & Yield,1.92 (2.95%)
6496,TFC,Ex-Dividend Date,"Nov 10, 2021"
6497,TFC,1y Target Est,68.01
6498,TWTR,Previous Close,40.25
6499,TWTR,Open,40.15
6500,TWTR,Bid,38.65 x 1000
6501,TWTR,Ask,38.65 x 1800
6502,TWTR,Day's Range,38.61 - 40.34
6503,TWTR,52 Week Range,38.22 - 80.75
6504,TWTR,Volume,"14,806,991"
6505,TWTR,Avg. Volume,"17,351,079"
6506,TWTR,Market Cap,30.945B
6507,TWTR,Beta (5Y Monthly),0.69
6508,TWTR,PE Ratio (TTM),N/A
6509,TWTR,EPS (TTM),-0.23
6510,TWTR,Earnings Date,"Feb 10, 2022"
6511,TWTR,Forward Dividend & Yield,N/A (N/A)
6512,TWTR,Ex-Dividend Date,N/A
6513,TWTR,1y Target Est,63.37
6514,TYL,"
","

Will be right back...
Thank you for your patience.
Our engineers are working quickly to resolve the issue.
"
6515,TSN,Previous Close,90.75
6516,TSN,Open,91.31
6517,TSN,Bid,93.02 x 800
6518,TSN,Ask,93.06 x 1000
6519,TSN,Day's Range,91.19 - 93.27
6520,TSN,52 Week Range,62.59 - 93.27
6521,TSN,Volume,"2,060,133"
6522,TSN,Avg. Volume,"1,840,736"
6523,TSN,Market Cap,33.843B
6524,TSN,Beta (5Y Monthly),0.83
6525,TSN,PE Ratio (TTM),11.18
6526,TSN,EPS (TTM),8.34
6527,TSN,Earnings Date,"Feb 07, 2022"
6528,TSN,Forward Dividend & Yield,1.84 (2.03%)
6529,TSN,Ex-Dividend Date,"Nov 30, 2021"
6530,TSN,1y Target Est,91.17
6531,UDR,"
","

Will be right back...
Thank you for your patience.
Our engineers are working quickly to resolve the issue.
"
6532,ULTA,Previous Close,384.16
6533,ULTA,Open,384.16
6534,ULTA,Bid,373.10 x 1300
6535,ULTA,Ask,378.83 x 800
6536,ULTA,Day's Range,376.68 - 388.73
6537,ULTA,52 Week Range,276.00 - 422.43
6538,ULTA,Volume,"687,134"
6539,ULTA,Avg. Volume,"794,976"
6540,ULTA,Market Cap,20.466B
6541,ULTA,Beta (5Y Monthly),1.65
6542,ULTA,PE Ratio (TTM),24.24
6543,ULTA,EPS (TTM),15.60
6544,ULTA,Earnings Date,"Mar 10, 2022"
6545,ULTA,Forward Dividend & Yield,N/A (N/A)
6546,ULTA,Ex-Dividend Date,"Mar 16, 2012"
6547,ULTA,1y Target Est,453.80
6548,USB,Previous Close,60.05
6549,USB,Open,59.90
6550,USB,Bid,60.36 x 800
6551,USB,Ask,61.00 x 1800
6552,USB,Day's Range,59.68 - 61.17
6553,USB,52 Week Range,42.47 - 63.01
6554,USB,Volume,"6,931,517"
6555,USB,Avg. Volume,"5,118,046"
6556,USB,Market Cap,90.451B
6557,USB,Beta (5Y Monthly),1.09
6558,USB,PE Ratio (TTM),12.24
6559,USB,EPS (TTM),4.98
6560,USB,Earnings Date,"Jan 19, 2022"
6561,USB,Forward Dividend & Yield,1.84 (3.02%)
6562,USB,Ex-Dividend Date,"Dec 30, 2021"
6563,USB,1y Target Est,67.01
6564,UAA,Previous Close,19.59
6565,UAA,Open,19.64
6566,UAA,Bid,19.26 x 3200
6567,UAA,Ask,19.27 x 2900
6568,UAA,Day's Range,19.24 - 19.74
6569,UAA,52 Week Range,17.16 - 27.28
6570,UAA,Volume,"4,270,864"
6571,UAA,Avg. Volume,"6,083,638"
6572,UAA,Market Cap,8.469B
6573,UAA,Beta (5Y Monthly),1.25
6574,UAA,PE Ratio (TTM),20.42
6575,UAA,EPS (TTM),0.94
6576,UAA,Earnings Date,"Feb 08, 2022 - Feb 14, 2022"
6577,UAA,Forward Dividend & Yield,N/A (N/A)
6578,UAA,Ex-Dividend Date,N/A
6579,UAA,1y Target Est,29.27
6580,UA,Previous Close,16.70
6581,UA,Open,16.68
6582,UA,Bid,16.52 x 2900
6583,UA,Ask,16.55 x 2200
6584,UA,Day's Range,16.48 - 16.87
6585,UA,52 Week Range,14.62 - 23.00
6586,UA,Volume,"1,748,738"
6587,UA,Avg. Volume,"2,419,408"
6588,UA,Market Cap,8.498B
6589,UA,Beta (5Y Monthly),1.25
6590,UA,PE Ratio (TTM),17.47
6591,UA,EPS (TTM),0.94
6592,UA,Earnings Date,"Apr 25, 2018 - Apr 30, 2018"
6593,UA,Forward Dividend & Yield,N/A (N/A)
6594,UA,Ex-Dividend Date,N/A
6595,UA,1y Target Est,26.20
6596,UNP,Previous Close,254.78
6597,UNP,Open,254.53
6598,UNP,Bid,0.00 x 900
6599,UNP,Ask,250.04 x 1100
6600,UNP,Day's Range,248.40 - 254.53
6601,UNP,52 Week Range,193.14 - 256.11
6602,UNP,Volume,"3,049,350"
6603,UNP,Avg. Volume,"2,476,711"
6604,UNP,Market Cap,160.899B
6605,UNP,Beta (5Y Monthly),1.19
6606,UNP,PE Ratio (TTM),26.81
6607,UNP,EPS (TTM),9.34
6608,UNP,Earnings Date,"Jan 20, 2022"
6609,UNP,Forward Dividend & Yield,4.72 (1.85%)
6610,UNP,Ex-Dividend Date,"Dec 17, 2021"
6611,UNP,1y Target Est,263.93
6612,UAL,Previous Close,46.54
6613,UAL,Open,47.21
6614,UAL,Bid,48.12 x 1800
6615,UAL,Ask,48.15 x 4000
6616,UAL,Day's Range,46.78 - 49.26
6617,UAL,52 Week Range,38.88 - 63.70
6618,UAL,Volume,"14,658,516"
6619,UAL,Avg. Volume,"12,611,504"
6620,UAL,Market Cap,15.598B
6621,UAL,Beta (5Y Monthly),1.47
6622,UAL,PE Ratio (TTM),N/A
6623,UAL,EPS (TTM),-10.20
6624,UAL,Earnings Date,"Jan 19, 2022"
6625,UAL,Forward Dividend & Yield,N/A (N/A)
6626,UAL,Ex-Dividend Date,"Jan 07, 2008"
6627,UAL,1y Target Est,58.89
6628,UNH,Previous Close,473.72
6629,UNH,Open,475.89
6630,UNH,Bid,468.15 x 900
6631,UNH,Ask,469.53 x 1100
6632,UNH,Day's Range,466.00 - 476.55
6633,UNH,52 Week Range,320.35 - 509.23
6634,UNH,Volume,"2,456,973"
6635,UNH,Avg. Volume,"3,128,834"
6636,UNH,Market Cap,440.249B
6637,UNH,Beta (5Y Monthly),0.87
6638,UNH,PE Ratio (TTM),29.01
6639,UNH,EPS (TTM),16.11
6640,UNH,Earnings Date,"Jan 19, 2022"
6641,UNH,Forward Dividend & Yield,5.80 (1.24%)
6642,UNH,Ex-Dividend Date,"Dec 03, 2021"
6643,UNH,1y Target Est,512.31
6644,UPS,Previous Close,211.22
6645,UPS,Open,211.56
6646,UPS,Bid,210.25 x 1000
6647,UPS,Ask,210.59 x 1100
6648,UPS,Day's Range,209.93 - 213.64
6649,UPS,52 Week Range,154.76 - 220.24
6650,UPS,Volume,"1,804,839"
6651,UPS,Avg. Volume,"2,574,165"
6652,UPS,Market Cap,182.928B
6653,UPS,Beta (5Y Monthly),1.13
6654,UPS,PE Ratio (TTM),28.62
6655,UPS,EPS (TTM),7.36
6656,UPS,Earnings Date,"Feb 01, 2022"
6657,UPS,Forward Dividend & Yield,4.08 (1.93%)
6658,UPS,Ex-Dividend Date,"Nov 19, 2021"
6659,UPS,1y Target Est,230.87
6660,URI,Previous Close,331.95
6661,URI,Open,333.92
6662,URI,Bid,335.63 x 800
6663,URI,Ask,335.47 x 3100
6664,URI,Day's Range,333.92 - 345.27
6665,URI,52 Week Range,228.22 - 414.99
6666,URI,Volume,"687,395"
6667,URI,Avg. Volume,"633,763"
6668,URI,Market Cap,24.34B
6669,URI,Beta (5Y Monthly),1.88
6670,URI,PE Ratio (TTM),20.33
6671,URI,EPS (TTM),16.53
6672,URI,Earnings Date,"Jan 26, 2022"
6673,URI,Forward Dividend & Yield,N/A (N/A)
6674,URI,Ex-Dividend Date,N/A
6675,URI,1y Target Est,404.00
6676,UHS,Previous Close,132.86
6677,UHS,Open,128.00
6678,UHS,Bid,0.00 x 900
6679,UHS,Ask,0.00 x 900
6680,UHS,Day's Range,126.05 - 128.54
6681,UHS,52 Week Range,116.23 - 165.00
6682,UHS,Volume,"200,936"
6683,UHS,Avg. Volume,"696,658"
6684,UHS,Market Cap,10.275B
6685,UHS,Beta (5Y Monthly),1.17
6686,UHS,PE Ratio (TTM),10.29
6687,UHS,EPS (TTM),12.42
6688,UHS,Earnings Date,"Feb 23, 2022 - Feb 28, 2022"
6689,UHS,Forward Dividend & Yield,0.80 (0.61%)
6690,UHS,Ex-Dividend Date,"Nov 30, 2021"
6691,UHS,1y Target Est,146.65
6692,VLO,Previous Close,84.37
6693,VLO,Open,84.37
6694,VLO,Bid,83.36 x 1100
6695,VLO,Ask,83.33 x 800
6696,VLO,Day's Range,83.08 - 84.93
6697,VLO,52 Week Range,54.84 - 85.15
6698,VLO,Volume,"2,884,943"
6699,VLO,Avg. Volume,"3,681,552"
6700,VLO,Market Cap,34.081B
6701,VLO,Beta (5Y Monthly),2.10
6702,VLO,PE Ratio (TTM),N/A
6703,VLO,EPS (TTM),-1.09
6704,VLO,Earnings Date,"Jan 27, 2022"
6705,VLO,Forward Dividend & Yield,3.92 (4.68%)
6706,VLO,Ex-Dividend Date,"Nov 17, 2021"
6707,VLO,1y Target Est,91.68
6708,VTR,Previous Close,53.62
6709,VTR,Open,53.49
6710,VTR,Bid,53.09 x 800
6711,VTR,Ask,53.10 x 1000
6712,VTR,Day's Range,52.49 - 53.65
6713,VTR,52 Week Range,45.40 - 61.09
6714,VTR,Volume,"1,976,138"
6715,VTR,Avg. Volume,"2,206,365"
6716,VTR,Market Cap,21.204B
6717,VTR,Beta (5Y Monthly),1.26
6718,VTR,PE Ratio (TTM),100.42
6719,VTR,EPS (TTM),0.53
6720,VTR,Earnings Date,"Feb 16, 2022 - Feb 21, 2022"
6721,VTR,Forward Dividend & Yield,1.80 (3.36%)
6722,VTR,Ex-Dividend Date,"Dec 31, 2021"
6723,VTR,1y Target Est,59.67
6724,VRSN,Previous Close,249.64
6725,VRSN,Open,250.38
6726,VRSN,Bid,250.32 x 1000
6727,VRSN,Ask,250.64 x 1100
6728,VRSN,Day's Range,249.73 - 251.57
6729,VRSN,52 Week Range,184.60 - 251.57
6730,VRSN,Volume,"35,629"
6731,VRSN,Avg. Volume,"609,280"
6732,VRSN,Market Cap,27.918B
6733,VRSN,Beta (5Y Monthly),0.85
6734,VRSN,PE Ratio (TTM),46.33
6735,VRSN,EPS (TTM),5.43
6736,VRSN,Earnings Date,"Feb 09, 2022 - Feb 14, 2022"
6737,VRSN,Forward Dividend & Yield,N/A (N/A)
6738,VRSN,Ex-Dividend Date,"May 05, 2011"
6739,VRSN,1y Target Est,254.75
6740,VRSK,"
","

Will be right back...
Thank you for your patience.
Our engineers are working quickly to resolve the issue.
"
6741,VZ,Previous Close,53.45
6742,VZ,Open,53.51
6743,VZ,Bid,53.51 x 3100
6744,VZ,Ask,53.49 x 4000
6745,VZ,Day's Range,53.17 - 54.02
6746,VZ,52 Week Range,49.69 - 59.85
6747,VZ,Volume,"18,172,674"
6748,VZ,Avg. Volume,"21,257,860"
6749,VZ,Market Cap,224.664B
6750,VZ,Beta (5Y Monthly),0.42
6751,VZ,PE Ratio (TTM),10.06
6752,VZ,EPS (TTM),5.32
6753,VZ,Earnings Date,"Jan 25, 2022"
6754,VZ,Forward Dividend & Yield,2.56 (4.79%)
6755,VZ,Ex-Dividend Date,"Jan 07, 2022"
6756,VZ,1y Target Est,60.00
6757,VRTX,Previous Close,226.14
6758,VRTX,Open,225.23
6759,VRTX,Bid,226.58 x 1400
6760,VRTX,Ask,229.60 x 800
6761,VRTX,Day's Range,225.18 - 228.12
6762,VRTX,52 Week Range,176.36 - 242.99
6763,VRTX,Volume,"1,701,272"
6764,VRTX,Avg. Volume,"1,870,750"
6765,VRTX,Market Cap,57.608B
6766,VRTX,Beta (5Y Monthly),0.63
6767,VRTX,PE Ratio (TTM),27.17
6768,VRTX,EPS (TTM),8.34
6769,VRTX,Earnings Date,"Jan 31, 2022 - Feb 04, 2022"
6770,VRTX,Forward Dividend & Yield,N/A (N/A)
6771,VRTX,Ex-Dividend Date,N/A
6772,VRTX,1y Target Est,260.97
6773,VFC,Previous Close,71.04
6774,VFC,Open,71.29
6775,VFC,Bid,70.09 x 800
6776,VFC,Ask,0.00 x 2200
6777,VFC,Day's Range,70.35 - 71.44
6778,VFC,52 Week Range,65.34 - 90.79
6779,VFC,Volume,"446,071"
6780,VFC,Avg. Volume,"2,632,047"
6781,VFC,Market Cap,27.813B
6782,VFC,Beta (5Y Monthly),1.48
6783,VFC,PE Ratio (TTM),22.70
6784,VFC,EPS (TTM),3.12
6785,VFC,Earnings Date,"Jan 28, 2022"
6786,VFC,Forward Dividend & Yield,2.00 (2.76%)
6787,VFC,Ex-Dividend Date,"Dec 09, 2021"
6788,VFC,1y Target Est,85.23
6789,VIAC,Previous Close,34.97
6790,VIAC,Open,35.92
6791,VIAC,Bid,36.19 x 900
6792,VIAC,Ask,36.30 x 2200
6793,VIAC,Day's Range,35.32 - 36.85
6794,VIAC,52 Week Range,28.29 - 101.97
6795,VIAC,Volume,"15,423,362"
6796,VIAC,Avg. Volume,"13,442,011"
6797,VIAC,Market Cap,23.601B
6798,VIAC,Beta (5Y Monthly),1.59
6799,VIAC,PE Ratio (TTM),7.07
6800,VIAC,EPS (TTM),5.12
6801,VIAC,Earnings Date,"Feb 15, 2022"
6802,VIAC,Forward Dividend & Yield,0.96 (2.75%)
6803,VIAC,Ex-Dividend Date,"Dec 14, 2021"
6804,VIAC,1y Target Est,47.61
6805,VTRS,Previous Close,15.17
6806,VTRS,Open,15.20
6807,VTRS,Bid,14.98 x 1200
6808,VTRS,Ask,15.06 x 4000
6809,VTRS,Day's Range,15.00 - 15.19
6810,VTRS,52 Week Range,11.96 - 18.68
6811,VTRS,Volume,"7,314,558"
6812,VTRS,Avg. Volume,"10,161,817"
6813,VTRS,Market Cap,18.165B
6814,VTRS,Beta (5Y Monthly),1.45
6815,VTRS,PE Ratio (TTM),N/A
6816,VTRS,EPS (TTM),-1.72
6817,VTRS,Earnings Date,"Nov 08, 2021"
6818,VTRS,Forward Dividend & Yield,0.48 (3.20%)
6819,VTRS,Ex-Dividend Date,"Feb 23, 2022"
6820,VTRS,1y Target Est,20.00
6821,V,Previous Close,215.71
6822,V,Open,216.85
6823,V,Bid,214.95 x 900
6824,V,Ask,215.23 x 1200
6825,V,Day's Range,214.65 - 220.45
6826,V,52 Week Range,190.10 - 252.67
6827,V,Volume,"7,991,557"
6828,V,Avg. Volume,"10,754,552"
6829,V,Market Cap,467.369B
6830,V,Beta (5Y Monthly),0.97
6831,V,PE Ratio (TTM),38.21
6832,V,EPS (TTM),5.63
6833,V,Earnings Date,"Jan 27, 2022"
6834,V,Forward Dividend & Yield,1.50 (0.70%)
6835,V,Ex-Dividend Date,"Nov 10, 2021"
6836,V,1y Target Est,271.41
6837,VNO,Previous Close,41.86
6838,VNO,Open,42.03
6839,VNO,Bid,43.54 x 900
6840,VNO,Ask,43.55 x 800
6841,VNO,Day's Range,41.95 - 43.69
6842,VNO,52 Week Range,35.02 - 50.91
6843,VNO,Volume,"828,063"
6844,VNO,Avg. Volume,"1,240,271"
6845,VNO,Market Cap,8.372B
6846,VNO,Beta (5Y Monthly),1.28
6847,VNO,PE Ratio (TTM),N/A
6848,VNO,EPS (TTM),-0.63
6849,VNO,Earnings Date,"Feb 14, 2022"
6850,VNO,Forward Dividend & Yield,2.12 (5.06%)
6851,VNO,Ex-Dividend Date,"Nov 05, 2021"
6852,VNO,1y Target Est,45.36
6853,VMC,Previous Close,207.58
6854,VMC,Open,208.40
6855,VMC,Bid,207.61 x 1100
6856,VMC,Ask,207.69 x 1000
6857,VMC,Day's Range,206.86 - 209.91
6858,VMC,52 Week Range,143.10 - 210.25
6859,VMC,Volume,"588,468"
6860,VMC,Avg. Volume,"739,982"
6861,VMC,Market Cap,27.589B
6862,VMC,Beta (5Y Monthly),0.63
6863,VMC,PE Ratio (TTM),42.87
6864,VMC,EPS (TTM),4.85
6865,VMC,Earnings Date,"Feb 14, 2022 - Feb 18, 2022"
6866,VMC,Forward Dividend & Yield,1.48 (0.71%)
6867,VMC,Ex-Dividend Date,"Nov 16, 2021"
6868,VMC,1y Target Est,222.86
6869,WRB,"
","

Will be right back...
Thank you for your patience.
Our engineers are working quickly to resolve the issue.
"
6870,WAB,Previous Close,91.87
6871,WAB,Open,92.22
6872,WAB,Bid,93.03 x 900
6873,WAB,Ask,93.13 x 900
6874,WAB,Day's Range,91.87 - 93.56
6875,WAB,52 Week Range,71.05 - 99.17
6876,WAB,Volume,"599,634"
6877,WAB,Avg. Volume,"854,658"
6878,WAB,Market Cap,17.438B
6879,WAB,Beta (5Y Monthly),1.63
6880,WAB,PE Ratio (TTM),38.75
6881,WAB,EPS (TTM),2.41
6882,WAB,Earnings Date,"Feb 16, 2022 - Feb 21, 2022"
6883,WAB,Forward Dividend & Yield,0.48 (0.52%)
6884,WAB,Ex-Dividend Date,"Nov 12, 2021"
6885,WAB,1y Target Est,98.40
6886,WMT,Previous Close,143.44
6887,WMT,Open,143.43
6888,WMT,Bid,145.56 x 800
6889,WMT,Ask,145.47 x 1000
6890,WMT,Day's Range,143.12 - 145.68
6891,WMT,52 Week Range,126.28 - 152.57
6892,WMT,Volume,"7,989,238"
6893,WMT,Avg. Volume,"8,876,823"
6894,WMT,Market Cap,403.516B
6895,WMT,Beta (5Y Monthly),0.53
6896,WMT,PE Ratio (TTM),51.22
6897,WMT,EPS (TTM),2.84
6898,WMT,Earnings Date,"Feb 17, 2022"
6899,WMT,Forward Dividend & Yield,2.20 (1.53%)
6900,WMT,Ex-Dividend Date,"Dec 09, 2021"
6901,WMT,1y Target Est,169.39
6902,WBA,Previous Close,53.91
6903,WBA,Open,54.19
6904,WBA,Bid,54.19 x 1400
6905,WBA,Ask,54.45 x 800
6906,WBA,Day's Range,53.56 - 54.72
6907,WBA,52 Week Range,43.62 - 57.05
6908,WBA,Volume,"6,901,578"
6909,WBA,Avg. Volume,"6,536,430"
6910,WBA,Market Cap,46.781B
6911,WBA,Beta (5Y Monthly),0.55
6912,WBA,PE Ratio (TTM),7.31
6913,WBA,EPS (TTM),7.42
6914,WBA,Earnings Date,"Mar 29, 2022 - Apr 04, 2022"
6915,WBA,Forward Dividend & Yield,1.91 (3.54%)
6916,WBA,Ex-Dividend Date,"Nov 12, 2021"
6917,WBA,1y Target Est,53.26
6918,DIS,Previous Close,157.80
6919,DIS,Open,157.70
6920,DIS,Bid,155.25 x 1000
6921,DIS,Ask,156.00 x 900
6922,DIS,Day's Range,155.18 - 158.53
6923,DIS,52 Week Range,142.04 - 203.02
6924,DIS,Volume,"8,699,193"
6925,DIS,Avg. Volume,"12,669,026"
6926,DIS,Market Cap,282.537B
6927,DIS,Beta (5Y Monthly),1.19
6928,DIS,PE Ratio (TTM),142.08
6929,DIS,EPS (TTM),1.09
6930,DIS,Earnings Date,"Feb 09, 2022"
6931,DIS,Forward Dividend & Yield,N/A (N/A)
6932,DIS,Ex-Dividend Date,"Dec 13, 2019"
6933,DIS,1y Target Est,N/A
6934,WM,Previous Close,162.85
6935,WM,Open,162.65
6936,WM,Bid,161.76 x 1100
6937,WM,Ask,161.95 x 800
6938,WM,Day's Range,160.69 - 163.88
6939,WM,52 Week Range,109.11 - 168.04
6940,WM,Volume,"1,560,354"
6941,WM,Avg. Volume,"1,634,115"
6942,WM,Market Cap,67.667B
6943,WM,Beta (5Y Monthly),0.83
6944,WM,PE Ratio (TTM),39.26
6945,WM,EPS (TTM),4.12
6946,WM,Earnings Date,"Feb 02, 2022"
6947,WM,Forward Dividend & Yield,2.60 (1.61%)
6948,WM,Ex-Dividend Date,"Dec 02, 2021"
6949,WM,1y Target Est,165.79
6950,WAT,"
","

Will be right back...
Thank you for your patience.
Our engineers are working quickly to resolve the issue.
"
6951,WEC,Previous Close,97.07
6952,WEC,Open,97.11
6953,WEC,Bid,96.16 x 1000
6954,WEC,Ask,96.21 x 1000
6955,WEC,Day's Range,94.96 - 97.11
6956,WEC,52 Week Range,80.55 - 99.86
6957,WEC,Volume,"650,706"
6958,WEC,Avg. Volume,"1,115,907"
6959,WEC,Market Cap,30.277B
6960,WEC,Beta (5Y Monthly),0.23
6961,WEC,PE Ratio (TTM),23.13
6962,WEC,EPS (TTM),4.15
6963,WEC,Earnings Date,"Feb 03, 2022"
6964,WEC,Forward Dividend & Yield,2.91 (3.00%)
6965,WEC,Ex-Dividend Date,"Feb 11, 2022"
6966,WEC,1y Target Est,96.58
6967,WFC,Previous Close,56.40
6968,WFC,Open,56.60
6969,WFC,Bid,55.95 x 2200
6970,WFC,Ask,56.00 x 1800
6971,WFC,Day's Range,55.76 - 57.18
6972,WFC,52 Week Range,29.68 - 57.18
6973,WFC,Volume,"33,226,495"
6974,WFC,Avg. Volume,"26,080,984"
6975,WFC,Market Cap,223.285B
6976,WFC,Beta (5Y Monthly),1.30
6977,WFC,PE Ratio (TTM),13.36
6978,WFC,EPS (TTM),4.19
6979,WFC,Earnings Date,"Jan 14, 2022"
6980,WFC,Forward Dividend & Yield,0.80 (1.42%)
6981,WFC,Ex-Dividend Date,"Nov 04, 2021"
6982,WFC,1y Target Est,57.21
6983,WELL,Previous Close,87.83
6984,WELL,Open,87.42
6985,WELL,Bid,87.35 x 900
6986,WELL,Ask,87.37 x 800
6987,WELL,Day's Range,86.67 - 87.61
6988,WELL,52 Week Range,59.38 - 89.80
6989,WELL,Volume,"2,488,665"
6990,WELL,Avg. Volume,"2,067,928"
6991,WELL,Market Cap,38.104B
6992,WELL,Beta (5Y Monthly),1.02
6993,WELL,PE Ratio (TTM),84.58
6994,WELL,EPS (TTM),1.03
6995,WELL,Earnings Date,"Feb 07, 2022 - Feb 11, 2022"
6996,WELL,Forward Dividend & Yield,2.44 (2.78%)
6997,WELL,Ex-Dividend Date,"Nov 15, 2021"
6998,WELL,1y Target Est,92.92
6999,WST,Previous Close,390.47
7000,WST,Open,388.08
7001,WST,Bid,390.32 x 900
7002,WST,Ask,391.07 x 800
7003,WST,Day's Range,379.61 - 392.87
7004,WST,52 Week Range,253.86 - 475.35
7005,WST,Volume,"549,300"
7006,WST,Avg. Volume,"383,058"
7007,WST,Market Cap,29.081B
7008,WST,Beta (5Y Monthly),0.97
7009,WST,PE Ratio (TTM),48.69
7010,WST,EPS (TTM),8.06
7011,WST,Earnings Date,"Feb 16, 2022 - Feb 21, 2022"
7012,WST,Forward Dividend & Yield,0.72 (0.18%)
7013,WST,Ex-Dividend Date,"Jan 18, 2022"
7014,WST,1y Target Est,457.00
7015,WDC,Previous Close,66.54
7016,WDC,Open,66.95
7017,WDC,Bid,66.49 x 800
7018,WDC,Ask,66.70 x 1100
7019,WDC,Day's Range,66.15 - 67.76
7020,WDC,52 Week Range,48.94 - 78.19
7021,WDC,Volume,"2,493,803"
7022,WDC,Avg. Volume,"3,893,101"
7023,WDC,Market Cap,20.726B
7024,WDC,Beta (5Y Monthly),1.54
7025,WDC,PE Ratio (TTM),13.91
7026,WDC,EPS (TTM),4.78
7027,WDC,Earnings Date,"Jan 27, 2022"
7028,WDC,Forward Dividend & Yield,N/A (N/A)
7029,WDC,Ex-Dividend Date,"Apr 02, 2020"
7030,WDC,1y Target Est,N/A
7031,WRK,Previous Close,46.94
7032,WRK,Open,47.13
7033,WRK,Bid,45.64 x 900
7034,WRK,Ask,45.66 x 1800
7035,WRK,Day's Range,45.45 - 47.65
7036,WRK,52 Week Range,40.04 - 62.03
7037,WRK,Volume,"704,667"
7038,WRK,Avg. Volume,"1,969,723"
7039,WRK,Market Cap,11.973B
7040,WRK,Beta (5Y Monthly),1.19
7041,WRK,PE Ratio (TTM),14.54
7042,WRK,EPS (TTM),3.13
7043,WRK,Earnings Date,"Feb 03, 2022"
7044,WRK,Forward Dividend & Yield,1.00 (2.13%)
7045,WRK,Ex-Dividend Date,"Nov 09, 2021"
7046,WRK,1y Target Est,55.85
7047,WY,Previous Close,40.73
7048,WY,Open,40.73
7049,WY,Bid,41.05 x 1100
7050,WY,Ask,41.35 x 1000
7051,WY,Day's Range,40.64 - 41.52
7052,WY,52 Week Range,30.87 - 41.68
7053,WY,Volume,"3,304,123"
7054,WY,Avg. Volume,"3,542,137"
7055,WY,Market Cap,30.748B
7056,WY,Beta (5Y Monthly),1.75
7057,WY,PE Ratio (TTM),12.40
7058,WY,EPS (TTM),3.31
7059,WY,Earnings Date,"Jan 28, 2022"
7060,WY,Forward Dividend & Yield,0.68 (1.67%)
7061,WY,Ex-Dividend Date,"Dec 02, 2021"
7062,WY,1y Target Est,43.11
7063,WHR,Previous Close,225.26
7064,WHR,Open,226.75
7065,WHR,Bid,226.90 x 900
7066,WHR,Ask,234.26 x 800
7067,WHR,Day's Range,225.35 - 230.74
7068,WHR,52 Week Range,180.44 - 257.68
7069,WHR,Volume,"414,245"
7070,WHR,Avg. Volume,"616,774"
7071,WHR,Market Cap,13.775B
7072,WHR,Beta (5Y Monthly),1.75
7073,WHR,PE Ratio (TTM),7.23
7074,WHR,EPS (TTM),31.35
7075,WHR,Earnings Date,"Jan 26, 2022"
7076,WHR,Forward Dividend & Yield,5.60 (2.49%)
7077,WHR,Ex-Dividend Date,"Nov 18, 2021"
7078,WHR,1y Target Est,255.67
7079,WMB,Previous Close,29.20
7080,WMB,Open,29.20
7081,WMB,Bid,29.18 x 1400
7082,WMB,Ask,29.19 x 2200
7083,WMB,Day's Range,29.06 - 29.35
7084,WMB,52 Week Range,21.05 - 29.89
7085,WMB,Volume,"1,654,012"
7086,WMB,Avg. Volume,"8,027,877"
7087,WMB,Market Cap,35.503B
7088,WMB,Beta (5Y Monthly),1.45
7089,WMB,PE Ratio (TTM),35.63
7090,WMB,EPS (TTM),0.82
7091,WMB,Earnings Date,"Feb 21, 2022 - Feb 25, 2022"
7092,WMB,Forward Dividend & Yield,1.64 (5.68%)
7093,WMB,Ex-Dividend Date,"Dec 09, 2021"
7094,WMB,1y Target Est,31.39
7095,WTW,"
","

Will be right back...
Thank you for your patience.
Our engineers are working quickly to resolve the issue.
"
7096,WYNN,Previous Close,85.30
7097,WYNN,Open,86.17
7098,WYNN,Bid,85.62 x 1100
7099,WYNN,Ask,86.44 x 1100
7100,WYNN,Day's Range,85.53 - 87.06
7101,WYNN,52 Week Range,76.03 - 143.88
7102,WYNN,Volume,"2,636,018"
7103,WYNN,Avg. Volume,"3,345,332"
7104,WYNN,Market Cap,9.923B
7105,WYNN,Beta (5Y Monthly),2.41
7106,WYNN,PE Ratio (TTM),N/A
7107,WYNN,EPS (TTM),-7.59
7108,WYNN,Earnings Date,"Feb 02, 2022 - Feb 07, 2022"
7109,WYNN,Forward Dividend & Yield,N/A (N/A)
7110,WYNN,Ex-Dividend Date,"Feb 25, 2020"
